FoodNumber	FoodName	FoodCategory	Base	FoodGroupCode	Dilution	Units	Description	Comment	EdiblePortion	WATER	TOTNIT	NCF	PROT	FAT	CHO	KCALS	KJ	ALCO	STAR	TOTSUG	AOAC	GLUC	FRUCT	MALT	LACT	SUCR	OSUG	FREESUG	SATFA	CMON	CN3	CN6	TRANS	CHOL	RET	TOTCAR	ACAR	BCAR	BCRYPT	VITA	VITD	THIA	RIBO	NIACEQU	VITC	VITE	VITB6	VITB12	FOLT	PANTO	BIOT	NA	K	CA	MG	P	FE	HFE	NHFE	CU	ZN	CL	I	MN	SE	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
4408	POPCORN SALTED E.G. MICROWAVE OR PURCHASED	F	100	42R	1	Grams	RP Yr 1 update based on six products.  Four products, three brands, Update for NDNS RP YR2, KP, 8/6/09	LIDNS MS Q4 14/6/05 KH.  Updated for NDNS RP pilot study. 5/1/07 NK. Manu data.-NDNS RP Yr 1 update GH. Amended water, macronutrients, energy, starch, fatty acids, NaCl (March 08). Update (water, fibre fat, CHO, Na, Cl) for NDNS RP YR2, KP, 8/6/09	1	3.6	1.3	6.25	7.9	28.2	54.2	488	2044	0	53.2	1	9.3	.1	.1	0	0	.8	0	0	12.37	8.19	1.33	4.85	.18	0	0	99	0	99	0	17	0	.18	.11	1.7	0	4.7	.2	0	9	.3	4	890	220	10	81	170	1.1	0	1.1	0	1.7	1800	2	.32	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4429	ICED CHERRY BAKEWELL TART, LARGE OR SMALL , PURCHASED	F	100	8D	1	Grams	Based on large and small iced cherry Bakewell tarts and slices including Mr Kipling cherry bakewells-Yr 8 updated based on manufacturers' data	Lidns mainstage Q5 20/06/05 KG- NDNS RP Yr 1 update GH. Updated for NDNS RP Yr2 (MS) 29/06/09 using analytical data from N10039/sample 50- NDNS RP Yr8 update TH 20/12/2016. Yr10 Updated Oct 2018	1	14.9	.7	5.7	4	17.8	63.8	416	1749	0	28.2	35.6	1.9	2.8	.8	4.1	0	27.9	0	34.9	6.89	6.9	.58	2.18	.02	4	0	0	0	0	0	0	0	.06	.04	1.5	1.4	2	0	.1	6	.3	3	89	117	69	12	73	.6	0	.6	.12	.3	121	9	.24	2	7.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4520	BEANSPROUTS FRIED	R	100	37M	1	Grams	 	 	1	72.4	.9	12.5	5.5	10.2	7.6	143	593	0	3.4	4.2	3.8	2.1	2.1	0	0	0	0	0	1.37	5.07	.79	2.31	0	0	0	76	38	38	38	13	0	.21	.08	1.9	9.3	5.3	.2	0	116	.8	2	10	141	38	34	92	3.2	0	3.2	.15	.6	29	5	.57	2	0	0	0	0	0	0	0	0	0	0	95.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4556	GREEK PASTRIES E.G. BAKLAWA	F	100	8D	1	Grams	Baklawa from independent outlets and supermarkets	Updated for NDNS RP Yr2 (MS) 29/06/09 using N10039 analytical data from sample 47. Updated CHO profile 08/04/10 EF	1	10.8	1.2	5.7	6.7	25.1	54.1	456	1909	0	25.1	29	2	9.7	8.6	1.7	0	9	0	28.3	9.65	9.91	.2	3.57	.21	20	0	0	0	0	0	0	0	.09	.04	2	.1	3	.2	0	9	.2	6	163	180	48	49	119	1.6	0	1.6	.35	1	205	6	.6	5	0	0	.9	0	0	0	0	0	0	11.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4558	BEANSPROUTS FRIED IN PUFA	R	100	37M	1	Grams	 	 	1	72.4	.9	12.5	5.5	9.7	7.6	138	573	0	3.4	4.2	3.8	2.1	2.1	0	0	0	0	0	1.4	2.35	.45	5.26	0	0	0	76	38	38	38	13	0	.21	.08	1.9	9.3	5.8	.2	0	116	.8	2	10	141	38	34	92	3.3	0	3.3	.15	.6	29	4	.57	2	0	0	0	0	0	0	0	0	0	0	95.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4713	EVAPORATED MILK LOW FAT CANNED	F	100	13R	1	Grams	 	Nut anal of other milks and creams, LGC, 98, samp 11. Macros, Na and vit D updated for NDNS yr3 03/12/10 EF	1	77.2	1.1	6.38	7.1	4	11.7	108	456	0	0	11.7	0	0	0	0	11.7	0	0	0	2.6	.96	.02	.06	.17	17	50	21	0	21	0	54	2.7	.07	.42	2.2	1	.1	0	.2	8	.7	4	100	336	270	25	233	0	0	0	0	1	222	47	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4731	BEANSPROUTS-COOKED	F	100	37M	1	Grams	VHS supplement 53. 1992	 	1	91.6	.4	6.25	2.5	.5	2.8	25	104	0	1.4	1.4	1.5	.7	.7	0	0	0	0	0	.15	.07	.1	.08	0	0	0	46	23	23	23	8	0	.09	.05	.7	2	1.7	.1	0	17	.2	1	5	46	19	14	37	2.2	0	2.2	.01	.3	15	2	.1	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4743	BIRDS MOUSSE MADE WITH WATER	R	100	15C	1	Grams	 	 	1	83.8	.5	6.25	2.9	1.1	12.1	67	285	0	0	12.1	0	0	.1	0	0	11.9	0	12	.13	.6	.07	.26	0	0	0	1	0	1	0	0	0	0	0	0	3.3	.3	0	0	1	0	0	2	13	2	1	1	0	0	0	.02	0	0	1	0	1	0	0	9.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4771	HAM PATE LOW FAT PURCHASED	F	100	32A	1	Grams	 	 	1	65	2.9	6.25	18	12	2.8	191	795	0	1.5	1.3	.6	.9	0	.2	.1	.1	0	.8	3.49	3.86	.12	1.34	.08	159	0	0	0	0	0	0	.6	.46	1.12	9.3	18	.8	.3	12	21	2.7	27	710	190	14	14	240	6.4	2.6	3.8	.46	2.7	1180	12	.16	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4843	EGGY BREAD FRIED IN BLENDED	R	100	16D	1	Grams	 	 	1	59	1.3	7.76	8.1	15.4	15.2	228	955	0	11.4	3.8	2.1	.1	.2	.9	2.6	0	0	1	3.43	6.9	.72	2.93	.06	96	50	11	0	11	0	52	.79	.11	.25	3.2	.6	2.7	.1	1.1	21	.7	8	184	204	113	29	161	1.2	0	1.2	.08	1	305	31	.53	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4857	STEAK & KIDNEY PIE FILLING CAN	R	100	32A	1	Grams	 	 	1	78.7	1.7	6.38	10.7	6.1	2.7	108	451	0	2.2	.5	.4	.3	.3	0	0	0	0	.5	2.84	2.2	.06	.2	.23	154	26	0	0	0	0	26	0	.04	.49	5.8	2.3	.5	.1	4.3	5	.8	9	263	162	11	11	125	2.8	.9	1.8	.18	2.1	374	5	.05	44	0	0	0	0	0	0	0	0	0	0	0	66.67	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
5000	WATER NOT AS A DILUENT	F	100	51R	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5010	VINE LEAVES STUFFED WITH RICE AND ONION, CANNED	R	100	37L	1	Grams	Recipe based on manufacturers data	LIDNS mainstage Q2 23/11/04 BH-	1	67.5	.4	6.11	2.4	10.6	14.6	159	665	0	14	.6	1.7	.2	.1	0	0	.1	.1	0	1.38	2.68	.31	6.12	0	0	0	499	390	304	0	83	0	.03	.07	.9	5	3.6	0	0	30	.2	1	865	31	124	16	26	.8	0	.8	.52	.3	1383	1	.27	3	0	0	0	0	0	0	0	30.5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5026	VEGETABLE CURRY (KORMA STYLE) AND RICE, READY MEAL	R	100	37L	1	Grams	Recipe based on manufactured product	LIDNS mainstage Q2 08/12/04 BH	1	66.6	.6	5.94	3.5	10	16.4	166	694	0	12.3	4.1	2	.4	.3	0	1.3	1.9	.1	1	3.85	3.48	.28	1.83	.07	3	22	582	121	516	11	119	.47	.07	.07	1.3	5.2	1.3	.1	.1	20	.3	2	418	158	53	27	78	.6	0	.6	.16	.6	680	7	.32	4	0	0	0	0	1	0	6	4.5	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5035	SUGAR FREE ANGELDELIGHT (SKIM)	R	100	9C	1	Grams	 	 	1	75.1	.6	6.36	3.7	3.9	15.5	108	455	0	4.6	10.9	0	6.3	0	0	4.6	0	0	2.5	3.53	.12	.01	.05	.02	4	0	7	0	7	0	1	0	.02	.2	.8	1.7	0	.1	.7	11	.5	2	294	143	106	12	191	.1	0	.1	.03	.5	83	21	.03	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5041	DEEP FRIED MARS BAR AND OWN BRAND EQUIVALENTS	R	100	44R	1	Grams	Code 2265 updated for yr 5 RP and name changed from DEEP FRIED MARS BAR. NP 26/04.2013	LIDNS Q3 mainstage lw 14/12/04	1	23.4	.9	6.78	5.7	17.7	49.7	368	1548	0	16.7	32.9	1.5	3.9	.2	3.9	5.3	19.6	0	24.4	5.47	8.04	.56	2.45	.04	41	35	12	2	11	0	37	.35	.14	.2	1.9	.4	3.1	.1	.7	8	.5	4	204	216	107	26	122	1.4	0	1.4	.12	.6	378	20	.25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5047	CHEESE AND ONION PASTIE	R	100	1R	1	Grams	 	LIDNS Q3 MAINSTAGE, 15/12/2004 ih	1	48.2	1.8	7.35	11.3	17.9	20.9	285	1191	0	19.2	1.7	2	.5	.3	0	.1	.5	.3	0	9.55	5.28	.26	1	.49	101	189	95	0	95	0	205	1.06	.11	.24	3.5	1.1	1.3	.1	1.1	69	.6	8	258	145	217	20	207	1.2	0	1.2	.27	1.5	425	19	.22	7	0	0	0	0	0	0	0	0	0	0	24.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.03	0
5048	MINCED BEEF PASTIE	R	100	31B	1	Grams	 	-3 MAINSTAGE, 15/12/2004 ih	1	35.5	1.9	7.06	11.7	19	32.6	340	1424	0	32.3	.3	2.2	0	0	0	.1	.2	0	0	9.16	6.78	.35	1.07	.53	40	132	101	0	101	0	149	.91	.15	.15	4.8	0	1.4	.2	.7	96	.5	6	123	210	45	21	135	1.7	.2	1.5	.17	1.9	243	6	.29	4	0	0	0	0	0	0	0	0	0	0	0	31.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5050	PORRIDGE  WITH BRAN MADE WITH WATER ONLY NOT INSTANT	R	100	5R	1	Grams	 	Lidns mainstage Q3 20/12/04	1	87.4	.3	7.21	1.6	1	9.4	51	215	0	8.5	1	1.5	0	0	0	0	.1	.9	0	.16	.39	.01	.4	0	0	0	0	0	0	0	0	0	.08	.01	.8	0	.1	0	0	3	.1	2	0	63	7	20	63	.6	0	.6	.06	.4	12	0	.55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5065	ROAST POTATOES FROZEN IN A LIGHT BATTER, BAKED E.G. AUNT BESSIE	F	100	39B	1	Grams	Originally a recipe: 87% 1829, 7.2% 871, 5.4% 2603, 0.4% 2522. based on label data for Aunt Bessies roast potatoes in batter. NDNS RP yr3 update based on 6 products 3 brands 12.6.10 VK	Changed to F code. Updated macros, energy and NaCl RW 10.06.10	1	62.2	.3	7.97	2.2	4.9	23.6	142	598	0	23.4	.3	2.2	.1	.1	0	0	.2	0	0	1.55	1.81	.22	.81	0	0	0	0	0	0	0	0	0	.22	.01	1.2	6.7	2.2	.3	0	22	.5	0	120	325	12	18	42	.6	0	.6	.09	.4	213	5	.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5077	CARBONARA SAUCE WITH DOUBLE CREAM AND BACON	R	100	50R	1	Grams	 	LIDNS Mainstage Q3 17/01/05 KG	1	54.3	1.8	6.64	11.3	32.8	.8	344	1420	0	0	.8	0	0	0	0	.8	0	0	0	19.03	8.45	.43	1.84	.97	77	411	258	0	258	0	454	.43	.28	.2	4.2	.5	1.6	.2	.3	4	.3	1	675	215	29	14	119	.7	.3	.4	.07	1.4	1036	24	.01	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5100	TOMATO AND CHEESE BASED PASTA SAUCE WITH CHICKEN AND MUSHROOMS	R	100	27B	1	Grams	 	LIDNS mainstage Q3 1/2/05 CR	1	72.4	2.4	7.85	15.3	6.1	4.1	131	550	0	1.4	2.7	.9	.6	.6	0	.4	1.1	0	1.6	2.36	2.48	.1	.51	.11	47	22	163	0	163	0	50	.11	.09	.14	8.8	.3	1	.3	0	9	.9	4	178	355	55	25	182	.5	.1	.4	.12	.8	258	8	.06	10	0	0	0	0	13.14	2.99	0	.24	0	0	13.13	0	0	0	.29	0	0	0	0	44.59	0	0	0	0	0	0	0	1.65	.98
5101	WATER FOR CONCENTRATED SOFT DRINKS NOT DIET CODE 5101	R	100	57A	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5102	WATER - DILUENT FOR CONCENTRATED LOW CAL SOFT DRNK	R	100	58A	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5103	WATER AS A DILUENT FOR INSTANT COFFEE	R	100	51A	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5104	WATER AS A DILUENT FOR INSTANT TEA	R	100	51B	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5105	WATER AS A DILUENT FOR DRIED MILK	R	100	13R	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5106	WATER AS A DILUENT FOR POWDERED	R	100	51R	1	Grams	 	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5109	MEAT PIE MADE WITH CANNED MINCED BEEF AND PASTRY TWO CRUSTS	R	100	31B	1	Grams	 	LIDNS mainstage q3 lw 31/1/05	1	36.6	1.3	7.18	7.6	25.2	27.7	362	1506	0	27.3	.4	1.9	0	.2	0	0	.2	0	.1	9.62	10.76	.52	2.15	.28	37	80	79	1	79	0	93	.96	.09	.04	2.7	0	2.3	.1	.6	5	4.2	1	402	143	111	15	204	1.4	.3	1.1	.11	.9	475	4	.32	5	0	0	0	0	0	0	0	0	0	0	0	49.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5110	SINGLE STRENGTH FRUIT AND BARLEY CONCENTRATE, NOT BLACKCURRANT, NOT ROBINSONS, NAS	F	100	58A	5	Grams	Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09.NDNS yr3 update based on 3 products,2brands+changed name from "CONC BARLEY WATER LOW CAL NOT BLACKCURRANT, NOT ROBINSONS" VK 22.6.10	NDNS RP Yr 1 update GH. Amended name, water, CHO, energy, sugars. NDNS yr3 update (prot CHO profile, kcal, NaCl) VK 22.6.10	1	98.7	0	6.25	.1	0	1.6	7	29	0	.2	1.5	0	.7	.7	0	0	.2	0	1.5	0	0	0	0	0	0	0	315	0	315	0	53	0	0	0	.1	10	0	0	0	5	0	0	80	27	5	2	4	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5111	STILL LEMONADE READY TO DRINK NOT LOW CALORIE	F	100	57C	1	Grams	Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09	NDNS RP Yr 1 update GH. Amended Water, CHO, energy, sugars, Na.Upd prot, CHO, energyy, sugars. NDNS Yr8, 08/11/16 SK.	1	87.5	0	6.25	0	0	10.5	40	170	0	.5	10.1	.1	2.6	3.7	0	0	3.8	0	10.1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	.1	1.7	0	0	0	2	0	0	14	42	6	3	1	0	0	0	0	0	1	0	0	0	0	0	19.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5112	FRUIT FLAVOUR DRINK NO JUICE RTD NOT LOW CALORIE	F	100	57C	1	Grams	Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09	 	1	96.7	0	6.25	0	0	3.3	12	53	0	0	3.3	0	0	0	0	0	3.3	0	3.3	0	0	0	0	0	0	0	20	0	20	0	3	0	0	0	0	8	0	0	0	0	0	0	5	44	5	3	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5113	RTD FRUIT FLAVOUR LOW CAL DRINK	F	100	58C	1	Grams	Reviewed for NDNS Yr 2 update - no change (SKD) 10/06/09	 	1	100	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	20	0	3	0	0	0	0	8	0	0	0	0	0	0	5	48	5	3	3	0	0	0	0	0	2	0	0	0	0	0	10.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5127	CHICK BREAST MEAT ONLY NO SKIN GRILLED NO + FAT	F	100	27B	1	Grams	 	 	1	66.6	5.1	6.25	32	2.2	0	148	626	0	0	0	0	0	0	0	0	0	0	0	.59	.86	.07	.29	.02	94	0	0	0	0	0	0	.3	.14	.13	22	0	.2	.6	0	6	1.7	2	55	460	6	36	310	.4	.2	.2	.04	.8	67	7	.01	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
5128	CHICKEN/TURKEY MEAT & SKIN GRILLED	F	100	27B	1	Grams	 	 	1	64.8	4.6	6.25	28.9	6.4	0	173	728	0	0	0	0	0	0	0	0	0	0	0	1.81	2.73	.25	1.03	.06	90	5	0	0	0	0	5	.2	.1	.19	19.1	0	.1	.4	0	5	1.6	2	61	400	7	33	270	.6	.2	.4	.06	.8	69	6	.01	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
5130	CHICKEN FRIED IN PUFA OIL COOK IN SAUCE	R	100	27B	1	Grams	 	 	1	74.4	2	6.25	12.8	5.3	6.7	124	522	0	2.3	4.4	.6	1.1	1.2	0	.1	1.9	0	3.9	1.13	1.7	.15	1.67	.04	40	3	211	30	183	27	38	.04	.09	.07	6.5	1.1	1.5	.2	0	6	.7	2	279	198	18	16	107	.5	.1	.4	.05	.6	453	5	.1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.81	0	0	0	0	0	0	0	0	0
5131	BRAISING STEAK IN GRAVY NO VEG	R	100	23A	1	Grams	 	 	1	72.5	2.5	6.23	15.7	5.4	3.9	126	528	0	3.4	.5	.4	.1	.1	0	0	.2	.1	.1	2.08	2.2	.06	.46	.16	46	2	4	0	4	0	2	.3	.03	.11	5.4	.3	.1	.2	1.2	7	.2	1	385	155	15	12	105	1.4	.5	.9	.04	3.9	323	8	.05	6	0	0	0	0	0	0	0	0	0	0	6.99	50.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5134	RICE AND VEGETABLES	R	100	1G	1	Grams	 	Changed 1924 to 10795 for NDNS RP Yr 4 (same proportions). MFW 13/7/11	1	66.1	.5	9.82	3	.6	30	129	552	0	28.3	1.7	1.7	.3	.2	0	0	1.1	.2	0	.12	.13	.03	.17	0	0	0	22	1	21	1	4	0	.1	.05	1.9	2.8	.1	.1	0	13	.4	3	1	102	12	13	63	.3	0	.3	.14	.7	47	1	.4	7	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5142	ALCOHOLIC SOFT DRINKS FRUIT FLAVOURED NOT SPIRIT BASED	F	100	49E	1	Grams	 	M+W MISC SUPP 233 & 179	1	90.5	0	6.25	0	0	5.8	48	200	3.7	0	5.8	0	1.9	2.2	0	0	1.7	0	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	52	9	5	5	.2	0	.2	.02	0	4	0	.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5144	ONION GRAVY	R	100	50R	1	Grams	 	 	1	81.4	.3	7.56	2	1.9	11.2	67	284	0	9.1	2.2	.9	.8	.7	0	0	.7	0	0	.23	.97	.12	.46	0	0	0	3	0	3	0	1	0	.3	.33	3.8	.7	.5	.1	1.1	59	.2	3	181	144	14	10	53	.2	0	.2	.02	.2	297	3	.04	1	0	0	0	0	0	0	0	0	0	0	23.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5151	AME SPARKLING DRINK WITH FRUIT JUICE & HERBS	F	100	57B	1	Grams	NDNS RP Yr 2 update based on 3 products/1 brand, name changed from AME SPARKLING DRINK WITH FRUIT JUICE HERBS & VITS VK 10.6.09. NDNS RP Yr 3 update based on 4 products/1 brand VK 22.6.10	NDNS RPYr1updGH.Amended water,CHO,kJ,sugars,Na. Fe changd to 0 as not fortified (Mar08).NDNS RP Yr2upd B6&B12 as not fortified+name change VK 10.6.09.. NDNS RPyr3 upd(prot,CHO,kJ) VK 22.6.10. Updmacros, sugars, Na. NDNS Yr8 08/11/16 SK.	1	93.7	0	6.25	.1	0	9.2	35	147	0	0	9.2	0	4.3	4.9	0	0	0	0	9.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.01	.1	9.8	0	0	0	1	0	1	0	28	10	4	7	0	0	0	0	.1	0	1	.1	0	0	0	54.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5153	TIVALL VEGETARIAN SAUSAGES	F	100	37K	1	Grams	RHM manufactured foods for vegetarians analysis project 1996 sample 10 . Plus manufacturers data	Changed food group to 37J NDNS comparison study GS 10/04/07. Trans lowered for NDNS RP Yr1 MS (April 08)	1	58.9	3.2	5.7	18	14	5.9	220	918	0	3.5	2.4	1.5	.3	.2	.1	0	.2	1.6	1.5	1.6	1.29	.2	7.2	1.12	0	245	0	0	0	0	245	0	.21	.24	12.2	15	4	.3	1	30	2.7	6	640	319	120	49	136	3.4	0	3.4	.32	2.3	907	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5155	ICE CREAM, LUXURY, DAIRY (MADE WITH MILK/CREAM) WITH CHOCOLATE/ CARAMEL/NUT/BISCUIT'	F	100	53R	1	Grams	Updated with 5 products from 4 different brands. NDNS RP Yr 2 Update 9/06/09 RW. Updated macronutrients for RP3 - Based on trans survey (62) SD 24/6/10  See HO.12.04.12	Icream & deserts proj  ADAS 1998, samp 23.Nme chang fom ice cream lxy diary with choc cmel nut bis RP2 Upd macro h20 9609 RW Upd  RP3 SD 24610 trn svy nrg  Protn CHO profle fat/fa  Micrs, CHO profile, energy upd RPY4 Trn anl svy smp 62 HO.12.04.12	1	48.4	.7	6.38	4.2	15.8	31.5	277	1161	0	4.1	27.4	1.2	1.1	1.1	0	3.6	20.8	.8	22.4	9.56	3.55	.11	.56	.26	66	139	52	0	52	0	148	0	.02	.8	1.2	1	.5	0	.2	4	.4	1	92	249	108	27	110	1.4	0	1.4	.15	.6	197	17	.2	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5158	CHOCOLATE CHIP MUFFINS HOMEMADE	R	100	8E	1	Grams	 	NDNS RP YR 1 update GH. Added Homemade to name (April 08).	1	1.4	1.4	7.06	8.4	11.8	76.6	427	1805	0	45.6	31.1	4.1	0	0	.1	.1	30.9	0	30.7	6.63	3.31	.09	.59	.2	67	84	44	0	44	0	91	.53	.14	.1	2.8	0	.8	.1	.4	11	.4	4	604	224	85	49	237	2.1	0	2.1	.38	1.1	535	17	.49	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5163	LIQUID MEDICINE NOT SUGAR FREE	F	1	50R	1	Teaspoon	 	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
