FoodNumber	FoodGroupCode	FoodName	FoodCategory	Base	Units	Description	Dilution	Comment	EdiblePortion	ACAR	ALCO	BCAR	BCRYPT	BIOT	CA	CHO	CHOL	CL	CMON	CN3	CN6	CU	ENGFIB	FAT	FE	FOLT	FRUCT	GLUC	HFE	I	K	KCALS	KJ	LACT	MALT	MG	MILK	MN	NA	NCF	NHFE	NIACEQU	NMILK	OSUG	P	PANTO	PROT	RET	RIBO	SATFA	SE	STAR	SUCR	THIA	TOTCAR	TOTNIT	TOTSUG	TRANS	VITA	VITB12	VITB6	VITC	VITD	VITE	WATER	ZN	Fruit	DriedFruit	FruitJuice	SmoothieFruit	Tomatoes	TomatoPuree	Brassicaceae	YellowRedGreen	Beans	Nuts	OtherVeg	Beef	Lamb	Pork	ProcessRedMeat	OtherRedMeat	Burgers	Sausages	Offal	Poultry	ProcessedPoultry	GameBirds	WhiteFish	OilyFish	CannedTuna	Shellfish	CottageCheese	CheddarCheese	OtherCheese
6840	50A	CAPPUCCINO, INSTANT, WITH WHITENER AND SUGAR, DRY WEIGHT EG. SAINSBURYS	F	100	Grams	 	12	Manufacturer's data	1	0	0	194	0	12	53	58.3	7	53	2.08	.13	.87	.11	0	8.8	.9	2	0	0	0	0	1216	365	1544	35	0	59	35	0	5600	6.25	.9	5	23.3	0	360	0	16.8	0	.86	3.87	1	0	23.3	0	194	2.7	58.3	1.57	32	0	0	0	0	0	18.9	.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6841	54C	ZINC SUPPLEMENT, 15MG	F	1	Tablet	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6842	54J	GINSENG CAPSULES/TABLETS	F	1	Capsule	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6843	54C	VITAMIN E CAPSULE 804MG	F	1	Tablet	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6845	54J	ALOE VERA CAPSULE/TABLET	F	1	Capsule	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6846	50R	MAYONNAISE BASED DIPS	R	100	Grams	 	1	NDNS Adults feasibility autumn 1999 data entry 02/03/2001	1	0	0	84	0	4	19	3.6	64	921	16.48	1.61	32.9	.02	.1	65.5	.3	5	.2	.2	0	31	37	610	2510	.4	0	2	.9	.01	544	6.26	.3	.4	1.5	.1	37	.5	1.6	81	.08	10.84	2	1.2	1.4	.04	84	.3	2.4	.8	95	.5	0	.2	.28	16.1	28.1	.1	0	0	0	0	0	0	0	0	0	0	4.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6847	37M	MUSHROOM IN BREADCRUMB AND BATTER COATING,FRIED IN OIL	R	100	Grams	 	1	NDNS Adults feasibility autumn 1999 data entry 02/03/2001	1	0	0	1	0	8	41	21.4	11	245	3.42	.52	1.62	.5	1.3	7.2	.9	31	.2	.1	0	7	251	162	682	.3	.8	13	1.5	.27	120	6.11	.9	3.2	0	0	92	1.3	4.2	7	.23	1.14	7	19.9	.1	.18	1	.7	1.5	.02	7	.1	.2	.7	.05	1.4	63.9	.5	0	0	0	0	0	0	0	0	0	0	58.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6848	54D	FOLIC ACID TABLET, 400UG ONLY	F	1	Tablet	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6850	54K	PRO PLUS TABLETS	F	1	Tablet	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6854	5R	PORRIDGE WITH SOYA MILK AND WATER	R	100	Grams	 	1	Respondent home-made recipe.  Adults feasibility study Autumn 1999  Entered 22/2/01	1	0	0	0	0	3	17	17.2	0	22	.85	.02	1.05	.13	1.6	2.5	1	6	0	0	0	5	119	102	433	0	0	34	1.7	1.01	14	6.94	1	1	.2	1.8	113	.1	3.8	0	.03	.4	2	15.3	.2	.14	0	.6	1.9	0	0	0	0	.2	0	.3	75.6	.7	0	0	0	0	0	0	0	0	2.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6857	16D	OMELETTE, HAM & ONION, FRIED IN BUTTER	R	100	Grams	 	1	NDNS feasibility respondent's homemade recipe autumn 1999 data entry 26/02/01	1	0	0	11	0	13	55	1	261	463	3.54	.13	1.19	.08	0	9.3	1.4	17	0	.2	.1	37	190	140	583	.6	0	15	.8	0	370	6.83	1.3	4.7	.1	.1	214	1.2	13.1	132	.32	2.97	10	0	.1	.26	11	2.1	1	.13	134	1.8	.2	.3	1.26	.7	74.5	1.3	0	0	0	0	0	0	0	0	0	0	6.28	0	0	0	23.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6859	32B	PORK & BEEF MEAT BALLS IN GOULASH SAUCE	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 26/02/01	1	7	0	837	70	3	32	5.6	64	96	3.91	.12	.83	.1	.8	10.6	1.5	14	.7	.6	.3	10	255	179	749	.3	.1	19	1.9	.08	65	6.77	1.2	5.9	0	.1	117	.5	15.7	50	.16	4.66	8	3.7	.1	.17	875	2.5	1.9	.27	196	.9	.2	7.6	.41	.7	66.7	2.5	0	0	0	0	20.13	0	0	5.13	0	0	7.7	22.85	0	22.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6876	37M	VEGETABLE LASAGNE	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 01/03/2001	1	679	0	2047	1	2	126	12.2	16	296	1.32	.07	.23	.14	1.7	5.8	.5	18	.4	.4	0	11	177	120	502	1.3	.1	15	2.7	.17	181	7.38	.5	1.9	0	0	113	.5	5.4	55	.14	3.55	3	9.5	.4	.05	2387	.9	2.7	.22	453	.4	.1	7	.05	.5	72.9	.7	0	0	0	0	0	1.51	10.84	14.91	0	0	16.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53	0
6880	50D	TOMATO SOUP WITH CREAM,HOME-MADE	R	100	Grams	 	1	NDNS Adults feasibility respondents  home-made recipe autumn 1999 data  entry 01/03/2001	1	0	0	262	14	1	12	4	1	109	.13	.01	.1	.03	.6	.5	.4	14	.9	.9	0	2	150	22	95	.1	0	5	2.2	.06	96	6.97	.4	.7	0	.1	18	.2	.7	4	.02	.24	0	1.8	.2	.04	271	.1	2.2	.01	49	0	.1	4.7	0	.7	92.9	.1	0	0	0	0	36.06	2.38	0	0	0	0	11.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6882	50R	WHITE WINE SAUCE WITH CREAM & CHICKEN STOCK	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data  entry 01/03/2001	1	0	0	53	0	0	9	3.2	15	149	1.4	.05	.13	.01	0	6	.2	13	.6	.6	0	6	33	68	280	.2	0	3	.4	.02	179	7.64	.2	.4	1.1	.1	13	0	.4	85	.03	3.82	1	1.7	.1	.01	53	.1	1.5	.2	93	.1	0	.3	.03	.2	90.3	0	0	0	0	0	0	0	0	0	0	0	4.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6883	7A	CEREAL BAR WITH FRUITS, NO NUTS, NOT COATED (UF)	F	100	Grams	Manufacturers data; 2 brands, 4 products	1	Code updated and name changed for the NDNS RP Yr 1 MS (March 08)	1	0	0	0	0	4	77	72	0	140	5.03	.53	1.97	.29	3.2	10.3	2.6	15	.2	26.1	0	8	355	389	1646	0	.1	86	.7	2.09	80	5.83	2.6	4.9	31	0	290	.2	6.6	0	.12	2.23	1	40.3	5.3	.24	0	1.1	31.7	.09	0	0	.1	0	0	.8	7.9	1.7	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6888	37M	CAULIFLOWER CHEESE, MADE WITH S/S MILK & BUTTER	R	100	Grams	 	1	NDNS Adults feasibility respondent's homemade recipe autumn 1999 26/02/01	1	0	0	98	0	2	151	6.3	31	323	2.62	.3	.42	.09	1.1	11.8	.4	33	.5	.6	0	15	160	156	647	1.9	0	18	2.9	.16	211	7.94	.4	1.9	.2	.1	138	.5	6.5	110	.16	7.11	2	3.2	.1	.06	98	1	3.1	.43	126	.6	.1	15.2	.1	.3	72.1	.9	0	0	0	0	0	0	46.44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6889	40R	TAMARINDS	F	100	Grams	 	1	 	1	0	0	14	0	1	77	56.5	0	170	.04	.05	.04	.3	7.4	.3	1.8	9	24.3	30.5	0	0	600	224	954	0	0	92	56.5	.5	15	6.25	1.8	2.2	0	0	94	.1	2.3	0	.1	.11	1	0	1.7	.29	14	.4	56.5	0	2	0	.1	3	0	.4	35.8	.7	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6890	54J	ST JOHN'S WORT TABLETS/CAPSULES	F	1	Capsule	 	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6891	41R	BRANDY BUTTER	R	100	Grams	 	1	NDNS Adults feasibility autumn 1999 data entry 2/03/01	1	0	6.5	241	0	0	9	42.6	90	401	7.38	.28	.59	.05	0	33	0	0	0	0	0	15	14	503	2094	.3	0	1	.3	0	246	6.3	0	0	42.3	0	9	0	.2	327	.03	21.34	0	0	42.3	0	241	0	42.6	1.23	367	.1	0	0	.35	.8	19.9	.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6892	54K	SOYA PROTEIN POWDER	F	100	Grams	 	1	 	1	0	0	2	0	28	200	0	0	3560	.75	.02	1.75	1.4	0	3.9	15.7	200	0	0	0	2	100	391	1657	0	0	23	0	.4	890	5.7	15.7	1.4	0	0	800	.1	89	0	.02	.31	0	0	0	.18	2	15.6	0	0	0	0	.1	0	0	1	7.1	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6908	25B	PORK SATAY	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 27/02/01	1	0	0	12	0	27	72	15.6	49	1134	7.54	4.22	2.97	.37	3.4	20.4	4.4	24	1.8	2.6	.2	8	718	341	1424	.1	0	90	7.5	.78	764	9.39	4.2	13.9	5.9	1.7	319	1.4	24.6	0	.21	4.58	13	2.1	7.3	.78	12	4.1	13.4	.01	2	.7	.6	3.4	.41	2.2	32.1	2.9	0	0	0	0	0	0	0	0	0	15.97	17.67	0	0	50.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6918	8E	FRUIT CAKE WITH WALNUTS, HOMEMADE	R	100	Grams	 	1	NDNS RP Yr 1 update GH. Added Homemade to name (April 08).	1	0	0	102	0	6	69	52.1	115	236	4.49	.47	2.33	.25	1.3	19.2	1.8	11	8.3	9	0	17	302	390	1638	.1	1.2	24	8.6	.39	190	6.45	1.8	1.8	27.7	0	132	.4	5.6	173	.12	9.83	5	15.8	17.7	.1	102	.9	36.3	.53	190	.5	.1	.1	.5	1	19	.7	5.33	21.14	0	0	0	0	0	0	0	4.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6919	24B	"BOBOTIE" (LAMB CURRY WITH EGGS AND MILK)	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 27/02/01	1	0	0	8	2	7	83	11.9	85	283	3.46	.18	2.35	.13	1.1	9.1	1.4	12	3.4	3.1	.1	18	277	164	688	1.4	.1	26	5.9	.15	182	9.19	1.3	3.7	4.2	.4	146	.6	9.5	38	.21	2.19	3	1.7	1.8	.11	9	1.5	10.2	.17	39	1	.2	2	.39	1.8	63.7	1.2	10.07	2.77	0	0	0	0	0	0	0	1.99	25.11	0	15.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6921	23B	BEEF BOURGUIGNONNE	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 27/02/01	1	22	0	398	141	1	11	3.9	37	261	1.76	.1	.26	.07	.9	4.2	1.4	8	1.1	.9	.4	10	288	103	432	0	0	17	2.2	.06	191	9.33	.9	4.6	.2	.2	118	.5	12.7	0	.15	1.59	4	1.5	.2	.05	479	2	2.4	.13	80	1	.3	26	.38	.5	76.5	3	0	0	0	0	0	0	0	7.64	0	0	27.21	35.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6922	39B	POTATO AND CHEESE BAKE	R	100	Grams	 	1	NDNS feasibility respondents home-made recipe autumn 1999 data entry 27/02/01	1	0	0	51	0	3	176	7	54	551	2.39	.08	.29	.12	.4	9.6	.3	15	0	0	0	22	196	140	583	1.8	0	15	2	.05	350	7.44	.3	1.9	0	0	144	.5	6.9	121	.19	5.7	2	5	.1	.08	51	1.1	2	.35	128	.8	.1	2.7	.22	.3	60.9	.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.73	0
6924	22B	GLAZED BAKED GAMMON	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 27/02/01	1	0	0	1	1	2	11	5	26	1842	3	.14	.97	.09	.1	7	.7	4	1.3	1.2	.2	8	202	147	614	0	0	18	.3	.04	825	7.82	.5	6.9	4.7	.1	121	.8	16.3	0	.1	2.31	10	0	2.3	.34	1	2.6	5	.02	0	.2	.3	2.3	.55	.1	65.4	1.4	0	0	4.84	0	0	0	0	0	0	0	6.17	0	0	0	73.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6939	9H	BREAD AND BUTTER PUDDING	R	100	Grams	 	1	NDNS Adults feasibility respondents home-made recipe autumn 1999 data entry 28/02/01	1	0	0	138	0	5	108	34.8	126	318	7.49	.22	1.01	.22	1	29.4	1.2	13	.1	0	0	30	183	422	1757	1.9	.7	31	2.7	.26	194	8.37	1.2	2.1	20.8	0	131	.5	6.7	246	.2	17.73	4	11.3	20.8	.08	138	1.1	23.5	.79	269	.7	.1	.6	.5	1.2	26.9	.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6953	16D	EGG FU YUNG AND CHICKEN	R	100	Grams	 	1	NDNS Adults feasibility respondent's home-made recipe autumn 1999 data entry 28/02/01	1	4	0	82	0	9	34	2	193	131	2.53	.08	.82	.07	.7	7.7	1.2	22	.2	.3	.1	25	246	141	588	0	0	20	1.5	.04	101	7.53	1.1	7.6	0	.5	188	1	15.9	102	.22	3.12	9	.5	.5	.13	85	2.5	1.5	.15	116	1	.2	2.1	.83	.6	72.3	.9	0	0	0	0	0	0	0	0	0	0	29.33	0	0	0	0	0	0	0	0	34.67	0	0	0	0	0	0	0	0	0
6957	57C	ROBINSONS FRUIT SHOOT, NOT NAS, RTD	F	100	Grams	 	1	NDNS RP Yr 1 GH. Amended water, CHO, energy, sugars, niacin, vit C. Vit D changed to 0 as no longer fortified. March 08.	1	0	0	0	0	0	6	11.2	0	3	0	0	0	0	0	0	0	2	4	3.2	0	0	44	42	181	0	0	3	0	0	5	6.25	0	1.5	11.2	0	2	.5	.1	0	0	0	0	0	3.9	0	0	0	11.2	0	0	0	.2	5	0	0	88.7	0	0	0	9.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6958	14R	CHEESE PORT SALUT/ST PAULIN	F	100	Grams	 	1	NUTRIENT ANALYSIS OF CHEESE. LGC 1999 SAMPLE 16	1	0	0	171	0	2	609	0	84	970	5.9	.13	.35	0	0	25.7	.4	36	0	0	0	24	62	334	1386	0	0	25	0	.02	699	6.38	.4	5.9	0	0	386	.4	25.5	271	.26	18.06	5	0	0	.02	171	4	0	1.02	300	2.6	.1	0	.1	.4	46.7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
6959	58C	ROBINSONS FRUIT SHOOT, NAS, RTD	F	100	Grams	 	1	NDNS RP Yr 1 GH. Amended niacin and vit C. Vit D changed to 0 as no longer fortified.	1	0	0	0	0	0	5	.9	0	2	0	0	0	0	0	0	0	2	.3	.3	0	0	48	4	16	0	0	3	0	.03	5	6.25	0	1.5	.9	0	3	.5	.1	0	0	0	0	0	.3	.02	0	0	.9	0	0	0	.2	5	0	0	99	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6960	9C	CUSTARD, FRESH, FULL FAT, PURCHASED	F	100	Grams	 	1	nutrient analysis of yogurts, fromage frais and chilled desserts. C&C 98, samp 30	1	0	0	1376	0	1	88	14.6	4	147	1.15	.02	.09	0	.1	5.3	.1	1	0	0	0	26	148	113	474	4	0	9	4	0	44	6.38	.1	.6	7.2	0	81	.4	2.6	66	.19	3.68	1	3.4	7.2	.12	1376	.4	11.2	.07	295	.2	0	0	0	0	76.6	.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6961	57A	ROBINSONS ORIGINAL FRUIT CONCENTRATES, NOT NAS	F	100	Grams	 	1	NDNS RP Yr 1 GH. Amended water, CHO, energy, sugars, vitamins, Na.	1	0	0	210	0	0	6	11.8	0	4	0	0	0	0	0	0	0	2	4.4	4.9	0	0	27	44	190	0	.9	1	0	0	0	6.25	0	.1	11.8	.2	2	0	.1	0	0	0	0	0	1.4	0	210	0	11.8	0	35	0	0	2	0	0	88.1	0	0	0	12.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6962	9G	CHEESECAKE, FRUIT, INDIVIDUAL FULL FAT, PURCHASED	F	100	Grams	 	1	Nutrient anlaysis of yogurts, fromage frais and chilled desserts. C&C 98, 27	1	0	0	0	0	1	78	34.5	15	258	3.16	.09	.4	0	1	12.3	.4	3	2	2.3	0	26	165	264	1111	2.6	.4	13	4	.1	151	6.38	.4	1.1	21.4	0	100	.3	6.1	109	.14	7.63	2	9.1	18.1	.12	0	1	25.4	.35	109	0	0	0	.33	1.3	46.6	.5	8.41	0	1.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.26
6963	58A	ROBINSONS NO ADDED SUGAR CONCENTRATES	F	100	Grams	 	1	NDNS RP Yr 1 GH. Amended B vitamins, Na.	1	0	0	236	0	0	5	1	0	10	0	0	0	0	0	0	0	2	.5	.4	0	0	31	4	19	0	0	1	0	0	0	6.25	0	.1	1	0	2	.1	.2	0	0	0	0	0	.1	0	236	0	1	0	39	0	0	2	0	0	98.8	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6964	9G	TRIFLE, CHOCOLATE, PURCHASED	F	100	Grams	 	1	Nutrient analysis of yogurts, fromage frais and chilled desserts. C&C 98, samp 22	1	0	0	0	0	2	111	13.1	15	183	4.12	.08	.67	.1	1.2	15.4	1	1	4.6	0	0	44	251	207	859	3.3	0	27	4.6	.06	81	6.38	1	1	3.9	.6	123	.5	4.7	130	.1	9.46	2	4.6	0	.17	0	.7	8.5	.22	130	.2	.1	0	0	.3	53.7	.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6965	9G	BANOFFEE PIE, PURCHASED	F	100	Grams	 	1	Ice creams & desserts project, ADAS 1998.  Sample 2	1	0	0	70	0	2	84	32.9	58	285	6.4	.4	1.6	.08	2.5	20	.3	5	1.3	1.4	0	13	163	319	1331	2.3	.8	15	5.6	.15	164	6.25	.3	1.3	15.9	.6	89	.3	3.8	105	.12	9	4	11.4	15	.09	70	.6	21.5	1.6	117	.3	0	3.1	1.9	1.1	41.4	.4	18.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6966	9G	CRUMBLE, FRUIT, PURCHASED	F	100	Grams	 	1	Ice creams & desserts project, ADAS 1998, Sample 3.	1	0	0	35	0	1	41	36	13	158	2.27	.12	.53	0	1.3	8.3	.3	9	4.2	4.1	0	6	82	219	924	0	2.2	6	3.3	.14	82	6.25	.3	1.2	18.7	.2	27	.2	2.4	47	0	3.97	2	14	11.3	.08	35	.4	22	.88	53	0	.1	3	0	.7	49.1	.2	45.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6967	8B	APPLE PIE, DOUBLE CRUST, PURCHASED (CHILLED, FROZEN OR AMBIENT)	F	100	Grams	RP Yr 1 update based on manufacturers' data (8 products); not clear if cooked / uncooked.	1	Ice creams & desserts project, ADAS 1998, Sample 8  NDNS RP Yr 1 update GH. Amended water, macronutrients, energy, sugars, fatty acids, NaCl (April 08).	1	0	0	20	0	1	65	40.9	18	140	3.31	.22	.7	.02	1.3	10.7	.3	3	3.4	2.9	0	7	97	262	1103	0	0	10	2.9	.23	80	6.25	.3	1.1	15.8	.3	71	.2	3.1	35	0	5.74	2	22.2	12.1	.09	20	.5	18.7	.73	38	0	0	5	0	1.3	44	.3	31.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6968	13B	CREAM, NON-DAIRY, UHT, AEROSOL	F	100	Grams	 	1	Nut anal of other milks and creams, LGC 1998, samp 36	1	7	0	235	0	1	62	9.2	2	100	.81	0	.1	0	.1	22.2	.2	5	0	0	0	10	84	242	999	2.5	0	8	2.5	0	64	6.25	.2	.6	6.7	2.5	58	.2	1.8	0	.22	19.05	3	0	4.2	.03	239	.3	9.2	1.17	40	.2	0	0	.08	.2	65.5	.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6969	53R	ICE CREAM, NON DAIRY, CHOCOLATE ONLY, HARD, BLOCK	F	100	Grams	 	1	Ice creams & desserts project, ADAS 1998, sample 18.	1	0	0	7	0	3	85	20.9	7	131	1.99	.02	.42	.09	0	8.1	.3	9	0	4	0	36	217	165	694	5	0	22	5.8	.08	76	6.25	.3	1.1	14.9	.4	95	1.2	3.5	0	.24	4.99	2	.2	11.3	.11	7	.6	20.7	.28	1	.4	0	1	0	.6	63	.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6970	53R	ICE CREAM, NON DAIRY, CHOCOLATE ONLY, SOFT SCOOP E.G. WALLS BLUE RIBBON	F	100	Grams	 	1	Ice creams & desserts project, ADAS 1998, sample 18.	1	0	0	7	0	3	85	20.9	7	131	1.99	.02	.42	.09	0	8.1	.3	9	0	4	0	36	217	165	694	5	0	22	5.8	.08	76	6.25	.3	1.1	14.9	.4	95	1.2	3.5	0	.24	4.99	2	.2	11.3	.11	7	.6	20.7	.28	1	.4	0	1	0	.6	63	.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6971	53R	ICE CREAM, DAIRY, CHOCOLATE, HARD, BLOCK	F	100	Grams	 	1	Ice creams and desserts project, ADAS 1998, sample 21.	1	0	0	45	0	2	119	25.1	30	89	2.59	.06	.2	0	0	10.8	.1	6	0	2.6	0	32	160	208	871	4.3	0	11	6.2	0	52	6.25	.1	1.1	18.6	.6	106	1.1	4.1	60	.28	6.91	2	.3	17.3	.1	45	.7	24.8	.38	68	1	0	1	.5	.3	56.1	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6972	53R	ICE CREAM, DAIRY, CHOCOLATE, SOFT SCOOP	F	100	Grams	 	1	Ice creams and desserts project, ADAS 1998, sample 21.	1	0	0	45	0	2	119	25.1	30	89	2.59	.06	.2	0	0	10.8	.1	6	0	2.6	0	32	160	208	871	4.3	0	11	6.2	0	52	6.25	.1	1.1	18.6	.6	106	1.1	4.1	60	.28	6.91	2	.3	17.3	.1	45	.7	24.8	.38	68	1	0	1	.5	.3	56.1	.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6973	53R	ICE CREAM CORNET, PURCHASED, STRAWBERRY/ ANY FLAVOUR EXCEPT CHOCOLATE, CORNETTO TYPE	F	100	Grams	 	1	Ice creams & desserts project, ADAS 1998, sample 28.	1	0	0	15	0	3	84	34.3	2	209	1.67	.01	.32	.1	.3	11.8	.7	9	1.3	1.9	0	26	181	248	1042	2.9	.8	20	5.1	.25	69	6.25	.7	1.3	20.2	1.5	94	.5	3.3	27	.18	8.75	2	9	16.9	.07	15	.5	25.3	.48	30	.7	0	1	1.2	0	46.8	.4	3.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6974	2R	FOCACCIA, PLAIN, GARLIC OR HERBS	F	100	Grams	 	1	Nutrient analysis of bread. LGC 1999. Sample 24	1	0	0	0	0	2	94	51.2	0	940	3.91	.13	1.43	.58	2.3	7.2	1.8	21	.2	0	0	7	131	293	1242	0	2.4	24	2.6	.5	681	5.7	1.8	3.4	0	0	101	.2	9.1	0	.03	1.06	8	48.6	0	.25	0	1.6	2.6	.03	0	0	0	0	0	.9	27.7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
