"Marine Scotland Site ID","Date Registered","Site Name","National Grid Reference","Local Authority","Producing in Last 3 Years","Site Address 1","Site Address 2","Site Address 3","Site Post Code","Site Contact Number","Aquaculture Type","Water Type","Health Surveillance","Easting","Northing","MS Management Area","Region","Operator","Species"
"FS0218","24-Nov-1995","Loch Eilt","NM799825","Highland","No","N/A","","","","","Fish","Freshwater","","179900","782500","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0077","24-Jun-1992","Loch Eiseort","NG650155","Highland","No","N/A","","","","","Fish","Seawater","Low","165000","815500","","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0232","01-Jan-1988","Loch Ericht","NN571777","Highland","No","N/A","","","","","Fish","Freshwater","","257100","777700","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"SS0644","17-May-2001","Loch Etive","NM914347","Argyll and Bute","No","N/A","","","","","Shellfish","Seawater","","191400","734700","","Strathclyde","The Caledonian Oyster Company","Pacific Oyster, N/A"
"SS0311","12-Jan-1989","Loch Ewe","NG850893","Highland","No","N/A","","","","","Shellfish","Seawater","Low","185000","889300","10c - Ewe","Highland","Scot-Hatch Ltd","N/A, King scallop"
"FS0206","05-Nov-1987","Loch Ewe Poolewe","NG831836","Highland","No","N/A","","","","","Fish","Seawater","","183100","883600","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0746","22-Mar-1999","Loch Feochan","NM836230","Argyll and Bute","No","N/A","","","","","Fish","Seawater","","183600","723000","","Strathclyde","Otter Ferry Seafish  Ltd","Halibut, N/A"
"FS0428","01-Jan-1988","Loch Frisa","NM468507","Argyll and Bute","Yes","North End","Tobermory","","PA75 6QF","","Fish","Freshwater","Low","146800","750700","Not in a management area","Strathclyde","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"SS0002","17-Oct-1985","Loch Fyne","NN164099","Argyll and Bute","Yes","Ardkinglas","Loch Fyne","Argyll","PA26 8BL","","Shellfish","Seawater","Low","216400","709900","19a - Fyne","Strathclyde","Loch Fyne Oysters Ltd","N/A, Purple sea urchin, Pacific Oyster, Flat or native oyster"
"FS0866","12-Dec-1995","Loch Garasdale","NR765514","Argyll and Bute","Yes","Loch Garasdale Tayinloan","by Tarbert","Argyll","PA29 6XG","","Fish","Freshwater","Low","176500","651400","Not in a management area","Strathclyde","Cooke Aquaculture (Freshwater) Ltd","N/A, Atlantic Salmon"
"FS0195","09-May-1987","Loch Geirean","NF906685","Western Isles","Yes","Langass Hatchery","Lochmaddy","Isle of North Uist, Western Isles","HS6 5HA","","Fish","Freshwater","Low","90600","868500","Not in a management area","Western Isles","Bakkafrost Scotland","Atlantic Salmon, Brown Trout and sea trout, N/A"
"FS1002","05-Oct-2000","Loch Gil Speireig","NB328305","Western Isles","No","N/A","","","","","Fish","Freshwater","Low","132800","930500","Not in a management area","Western Isles","Meavag Fish Farming","N/A, Rainbow Trout"
"FS0002","01-Jan-1986","Loch Glashan","NR915932","Argyll and Bute","No","N/A","","","","","Fish","Freshwater","Low","191500","693200","Not in a management area","Strathclyde","Bakkafrost Scotland","N/A, Atlantic Salmon"
"FS0055","25-Sep-1991","Loch Glencoul","NC248338","Highland","No","N/A","","","","","Fish","Seawater","","224800","933800","","Highland","Wester Ross Fisheries Ltd","Atlantic Salmon, N/A"
"SS0881","24-Jun-2014","Loch Glencoul","NC254307","Highland","Yes","70 Foindle","by Lairg","Sutherland","IV27 4SU","","Shellfish","Seawater","Low","225400","930700","9c - Badcall, Chairn Bhain, Eddrachillis","Highland","Loch Laxford Shellfish Ltd.","Common mussel, N/A"
"FS0655","26-Aug-1991","Loch Gobhloch","NC174495","Highland","No","N/A","","","","","Fish","Freshwater","","217400","949500","","Highland","Loch Duart Ltd","N/A, Atlantic Salmon"
"FS0015","24-Nov-1988","Loch Greshornish","NG351555","Highland","Yes","Greshornish","Edinbane","Isle of Skye","IV51 9PN","","Fish","Seawater","Low","135100","855500","12a - Snizort","Highland","Mowi Scotland Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0862","06-Oct-1995","Loch Grey (Loch an Eilean Liath)","NB341235","Western Isles","No","N/A","","","","","Fish","Freshwater","Low","134100","923500","Not in a management area","Western Isles","Meavag Fish Farming","Rainbow Trout, N/A"
"FS0163","01-Jan-1989","Loch Grimshader","NB403254","Western Isles","No","N/A","","","","","Fish","Seawater","","140300","925400","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0247","07-Aug-1979","Loch Harport","NG347357","Highland","Yes","Siadevg","16 Portnalong Carbost","","IV47 8SL","","Fish","Seawater","Medium","134700","835700","12c - Bracadale","Highland","Mowi Scotland Ltd","Atlantic Salmon, Wrasse, N/A, Lumpsucker"
"SS0741","16-Aug-2005","Loch Harport","NG364344","Highland","No","Creagliath","Torrin","","IV49 9BA","","Shellfish","Seawater","Low","136400","834400","12c - Bracadale","Highland","Isle of Skye Mussel Company Ltd","Common mussel, N/A"
"FS0861","06-Oct-1995","Loch Heather (Loch Na Creige Fraoich)","NB344240","Western Isles","No","N/A","","","","","Fish","Freshwater","Low","134400","924000","Not in a management area","Western Isles","Meavag Fish Farming","Rainbow Trout, N/A"
"FS0013","06-Sep-1991","Loch Hourn (Arnisdale)","NG840104","Highland","No","N/A","","","","","Fish","Seawater","","184000","810400","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0737","20-Dec-1991","Loch Huamavat","NG085885","Western Isles","Yes","By Finsbay","","","HS3 3JD","","Fish","Freshwater","Low","108500","888500","Not in a management area","Western Isles","Bakkafrost Scotland","N/A, Atlantic Salmon"
"FS0902","08-Jul-1997","Loch Hunder","NF903656","Western Isles","No","N/A","","","","","Fish","Freshwater","","90300","865600","Not in a management area","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A"
"FS0644","12-Aug-1994","Loch Iobhair","NB400280","Western Isles","No","N/A","","","","","Fish","Freshwater","","140000","928000","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"SS0853","05-Mar-2013","Loch Kanaird","NH117992","Highland","Yes","Ockran","Leckmelm Loch Broom","by Garve Wester Ross","IV23 2RH","","Shellfish","Seawater","Low","211700","899200","10b - Loch Broom","Highland","Ockran Oysters","Flat or native oyster, N/A, Pacific Oyster"
"FS0149","01-Jan-1986","Loch Langavat","NG049889","Western Isles","Yes","Isle of Harris","","","HS3 3JD","","Fish","Freshwater","Low","104900","888900","Not in a management area","Western Isles","Bakkafrost Scotland","N/A, Atlantic Salmon"
"FS0065","22-Aug-1985","Loch Laxford","NC190497","Highland","Yes","Badcall Salmon House","Scourie, Lairg","Sutherland","IV27 4TH","","Fish","Seawater","Low","219000","949700","9b - Laxford","Highland","Loch Duart Ltd","N/A, Lumpsucker, Atlantic Salmon, Wrasse"
"FS1001","05-Oct-2000","Loch Leiniscal","NB366294","Western Isles","No","Lochs","Western Isles","Western Isles","HS4 3XZ","","Fish","Freshwater","Low","136600","929400","Not in a management area","Western Isles","Meavag Fish Farming","N/A, Rainbow Trout"
"SS0119","08-Dec-1985","Loch Leurbost","NB378247","Western Isles","No","N/A","","","","","Shellfish","Seawater","","137800","924700","","Western Isles","Western Isles Mussels","Common mussel, N/A"
"FS0244","25-Sep-1980","Loch Leven (1)","NN079595","Highland","Yes","Callert","Onich, Fort William","Inverness-shire","PH33 6SA","","Fish","Seawater","Medium","207900","759500","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Mowi Scotland Ltd","Atlantic Salmon, Lumpsucker, N/A, Wrasse"
"FS0521","30-Mar-1990","Loch Leven(2)","NN116605","Highland","No","N/A","","","","","Fish","Seawater","","211600","760500","","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0150","11-Jun-1996","Loch Lochy","NN193853","Highland","Yes","Gairlochy","Fort William","Highland","PH34 4EQ","","Fish","Freshwater","Medium","219300","785300","Not in a management area","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0435","18-Oct-1991","Loch Lundie","NG805493","Highland","No","N/A","","","","","Fish","Freshwater","","180500","849300","","Highland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0494","01-Jan-1986","Loch Meanenvagh","NF876486","Western Isles","No","N/A","","","","","Fish","Seawater","Low","87600","848600","","Western Isles","Bakkafrost Scotland","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"FS0612","10-Sep-1994","Loch Merkland","NC396302","Highland","Yes","Migdale Smolts","Merkland","By Lairg, Sutherland","IV27 4NY","","Fish","Freshwater","Low","239600","930200","Not in a management area","Highland","Migdale Smolts Ltd","N/A, Atlantic Salmon"
"FS0153","15-Apr-1988","Loch Mheacleit","NB049365","Western Isles","No","N/A","","","","","Fish","Freshwater","","104900","936500","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0769","01-Jan-1992","Loch Migdale","NH637911","Highland","No","Badbea","Bonar Bridge","Sutherland","IV24 3AR","","Fish","Freshwater","Low","263700","891100","Not in a management area","Highland","Migdale Smolts Ltd","N/A, Atlantic Salmon"
"SS0444","24-Sep-1990","Loch Moidart","NM643720","Highland","Yes","S. Channel Loch Moidart","By Acharacle","Argyll","-","","Shellfish","Seawater","Low","164300","772000","15a - Moidart","Highland","Measan Na Mara (Fruit of the Sea) Ltd","N/A, Flat or native oyster, Pacific Oyster"
"FS0828","21-Mar-1994","Loch Na Muilne","NB275178","Western Isles","No","N/A","","","","","Fish","Freshwater","","127500","917800","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0069","24-Sep-1991","Loch Na Shibaidh Mhor","NF806445","Western Isles","Yes","Clachan Hatchery","Loch Carnan, South Uist","Western Isles","HS8 5PD","","Fish","Freshwater","Low","80600","844500","Not in a management area","Western Isles","Hebridean Smolts Ltd","N/A, Atlantic Salmon"
"FS0147","01-Jan-1985","Loch Nam Faoileag (Seagull)","NB400157","Western Isles","No","N/A","","","","","Fish","Freshwater","","140000","915700","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0434","01-Mar-1987","Loch Ness","NH588335","Highland","Yes","Camus na Mult","Dores","","IV2 6XP","","Fish","Freshwater","Medium","258800","833500","Not in a management area","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0816","05-Aug-1993","Loch Ollay (East)","NF768313","Western Isles","No","N/A","","","","","Fish","Freshwater","High","76800","831300","Not in a management area","Western Isles","Hebridean Smolts Ltd","Atlantic Salmon, N/A"
"FS0779","10-Apr-1992","Loch Pityoulish","NH920135","Highland","No","N/A","","","","","Fish","Freshwater","","292000","813500","","Highland","Rothiemurchus Estate","Rainbow Trout, N/A"
"FS1310","22-May-2017","Loch Pooltiel","NG144512","Highland","Yes","Kilmelford","","Argyll","PA34 4XA","","Fish","Seawater","Low","114400","851200","12b - Dunvegan","Highland","Kames Fish Farming Ltd","Rainbow Trout, N/A"
"FS0506","21-Mar-1994","Loch Rithenan (Loch Nan Ritheanan)","NB354225","Western Isles","Yes","Lochs","Western Isles","Western Isles","HS4 3XZ","","Fish","Freshwater","Low","135400","922500","Not in a management area","Western Isles","Meavag Fish Farming","Rainbow Trout, N/A"
"SS0456","10-Jan-1991","Loch Ryan, Shore Site and Buildings","NX055655","Dumfries and Galloway","Yes","Loch Ryan","Stranraer","Dumfries & Galloway","-","","Shellfish","Seawater","High","205500","565500","Not in a management area","Dumfries & Galloway","The Loch Ryan Oyster Fishery Co Ltd","N/A, Flat or native oyster"
"FS0762","23-Feb-1994","Loch Sandavat (Loch Sanndabhat)","NB366278","Western Isles","No","N/A","","","","","Fish","Freshwater","Low","136600","927800","Not in a management area","Western Isles","Meavag Fish Farming","Rainbow Trout, N/A"
"FS0152","01-Jan-1983","Loch Scaslavat","NB024317","Western Isles","No","N/A","","","","","Fish","Freshwater","","102400","931700","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"SS0615","13-Dec-2000","Loch Seaforth","NB218071","Western Isles","No","N/A","","","","","Shellfish","Seawater","High","121800","907100","","Western Isles","Seaforth Mussels","N/A, Common mussel"
"SS0828","03-Feb-2011","Loch Skipport","NF849391","Western Isles","No","Aird Ruaraidh","Daliburgh","","HS8 5SS","","Shellfish","Seawater","Low","84900","839100","7a - Ronay, Benbecula, N South Uist","Western Isles","Whiteshore Cockles Ltd","N/A, Common mussel"
"FS0011","29-Aug-1998","Loch Slapin","NG566207","Highland","No","N/A","","","","","Fish","Seawater","Low","156600","820700","","Highland","Mowi Scotland Ltd","Rainbow Trout, N/A"
"SS0796","07-Feb-2008","Loch Sligachan","NG519327","Highland","Yes","Old Mission House","Sconser","","IV48 8TD","","Shellfish","Seawater","Low","151900","832700","11b - Sound of Raasay, Ainort, Scalpay","Highland","Oakes Marine","N/A, King scallop"
"FS1309","13-Mar-2017","Loch Snizort East","NG370603","Highland","Yes","Shore Base","Uig","Skye","IV51 9XX","","Fish","Seawater","Low","137000","860300","12a - Snizort","Highland","Loch Duart Ltd","N/A, Lumpsucker, Atlantic Salmon, Wrasse"
"SS0065","29-Nov-1985","Loch Spelve","NM703296","Argyll and Bute","Yes","Isle of Mull,","Argyll","","-","","Shellfish","Seawater","Low","170300","729600","16c - Loch Spelve","Strathclyde","Douglas Wilson","N/A, Common mussel"
"FS0634","01-Jan-1983","Loch Spelve (A)","NM677268","Argyll and Bute","No","N/A","","","","","Fish","Seawater","Medium","167700","726800","","Strathclyde","Scottish Sea Farms Ltd","Atlantic Salmon, Wrasse, N/A, Lumpsucker"
"FS0253","01-Jan-1988","Loch Spelve (B)","NM689269","Argyll and Bute","Yes","South Shian","Connel","Oban, Argyll","PA37 1SB","","Fish","Seawater","Medium","168900","726900","16c - Loch Spelve","Strathclyde","Scottish Sea Farms Ltd","Atlantic Salmon, Wrasse, N/A, Lumpsucker"
"FS0190","10-Aug-1991","Loch Stockinish ","NG130913","Western Isles","No","N/A","","","","","Fish","Seawater","Low","113000","891300","5b - SE Lewis, E Harris","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A, Lumpsucker, Wrasse"
"FS0432","01-Jul-1980","Loch Tay","NN762443","Perth and Kinross","Yes","Loch Tay Fish Farm","Remony Estate","Acharn, Perthshire","PH15 2HP","","Fish","Freshwater","Low","276200","744300","Not in a management area","Tayside","Kames Fish Farming Ltd","N/A, Rainbow Trout"
"FS0330","15-Feb-1992","Loch Thobta Bridhein","NB335279","Western Isles","No","Lochs","Western Isles","Western Isles","HS4 3XZ","","Fish","Freshwater","Low","133500","927900","Not in a management area","Western Isles","Meavag Fish Farming","N/A, Rainbow Trout"
"FS0705","01-May-1991","Loch Thorsagearriadh","NG046842","Western Isles","No","N/A","","","","","Fish","Freshwater","","104600","884200","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0060","28-Oct-1987","Loch Tollaidh","NG845785","Highland","No","N/A","","","","","Fish","Freshwater","Low","184500","878500","","Highland","Wester Ross Fisheries Ltd","Atlantic Salmon, N/A"
"SS0416","17-Jul-1990","Loch Torranish (Rubha Charmaig)","NB154339","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","115400","933900","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","N/A, Common mussel"
"SS0244","25-Oct-1987","Loch Toscaig","NG711373","Highland","No","Sonas, Cumasteel","Applecross","Ross-shire","IV54 8LT","","Shellfish","Seawater","Low","171100","837300","14a - Carron, Kishorn, Alsh, Duich","Highland","Northwind Mussels","N/A, Common mussel"
"FS0468","01-Aug-1979","Loch Tralaig","NM873169","Argyll and Bute","Yes","Kilninver","Argyll","","PA35 1HJ","","Fish","Freshwater","Medium","187300","716900","Not in a management area","Strathclyde","Kames Fish Farming Ltd","Rainbow Trout, N/A"
"FS0256","01-Jan-1986","Loch Uisg","NM648256","Argyll and Bute","No","N/A","","","","","Fish","Freshwater","","164800","725600","","Strathclyde","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0219","15-Apr-1988","Loch Uisge","NM806550","Highland","No","N/A","","","","","Fish","Freshwater","","180600","755000","","Highland","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0638","01-Jan-1989","Loch Uiskevagh","NF858508","Western Isles","No","N/A","","","","","Fish","Seawater","Medium","85800","850800","","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A"
"SS0227","20-Apr-1987","Loch a Chadh-Fi","NC211512","Highland","Yes","78 Ardmore","Rhiconich","Lairg Sutherland","IV27 4RB","","Shellfish","Seawater","Medium","221100","951200","9b - Laxford","Highland","John Ridgway Productions Ltd","Common mussel, N/A"
"FS0847","12-Aug-1994","Loch an Duna","NB391262","Western Isles","No","N/A","","","","","Fish","Freshwater","","139100","926200","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0907","01-Oct-1997","Loch na Thull","NC251502","Highland","Yes","Badcall Salmon House","Scourie, Lairg","Sutherland","IV27 4TH","","Fish","Freshwater","Low","225100","950200","Not in a management area","Highland","Loch Duart Ltd","N/A, Atlantic Salmon"
"FS0775","01-Apr-1992","Loch nan Ardlarach","NM808055","Argyll and Bute","No","N/A","","","","","Fish","Freshwater","","180800","705500","","Strathclyde","Kames Fish Farming Ltd","Atlantic Salmon, N/A"
"SS0712","15-Jun-2004","Loch nan Ceall","NM640863","Highland","Yes","Glen House","Inverness-shire","Inverness-shire","PH39 4NU","","Shellfish","Seawater","Low","164000","786300","Not in a management area","Highland","Arisaig Farms","N/A, Pacific Oyster"
"FS0776","01-Mar-1987","Loch nan Losghainn Mhor","NM866120","Argyll and Bute","Yes","Kilmelford","","Argyll","PA34 4XA","","Fish","Freshwater","Medium","186600","712000","Not in a management area","Strathclyde","Kames Fish Farming Ltd","Rainbow Trout, N/A"
"FS1269","06-Mar-2013","Lochailort Recirculation Hatchery","NM767818","Highland","Yes","Lochailort","Inverness-shire","","PH38 4LZ","","Fish","Freshwater","High","176700","781800","Not in a management area","Highland","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0424","01-Jan-1983","Lochaline","NM689452","Highland","No","N/A","","","","","Fish","Seawater","","168900","745200","","Highland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"SS0954","10-Jun-2021","Lochaline OED Restoration Project","NM682453","Highland","Yes","Cala Lochaline Harbour","","Morvern","PA80 5XT","","Shellfish","Seawater","High","168200","745300","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","CAOLAS","N/A, Flat or native oyster"
"FS0693","19-Sep-1991","Lochaline West Pier","NM666442","Highland","No","N/A","","","","","Fish","Seawater","","166600","744200","","Highland","Scottish Sea Farms Ltd","Atlantic Salmon, N/A"
"FS0557","15-Oct-1985","Lochmaddy","NF926689","Western Isles","No","N/A","","","","","Fish","Seawater","","92600","868900","","Western Isles","Mowi Scotland Ltd","Atlantic Salmon, N/A"
"FS0853","13-Jun-1995","Lochmaddy","NF943700","Western Isles","Yes","Hebrides Office","The Pier, Lochmaddy","North Uist","HS6 5AA","","Fish","Seawater","Low","94300","870000","5c - E North Uist","Western Isles","Loch Duart Ltd","Wrasse, N/A, Lumpsucker, Atlantic Salmon"
"SS0872","13-Dec-2013","Lochmaddy","NF939707","Western Isles","No","Aird Ruaraidh","Daliburgh","","HS8 5SS","","Shellfish","Seawater","Low","93900","870700","5c - E North Uist","Western Isles","Whiteshore Cockles Ltd","N/A, Common mussel"
"SS0956","08-Feb-2022","Loggie Bay","NH146912","Highland","New","4 Loggie","Lochbroom","","IV23 2SG","07810 533837","Shellfish","Seawater","High","214600","891200","10b - Loch Broom","Highland","Seawilding","Flat or native oyster, N/A"
"SS0778","05-Apr-2007","Longa Ness","HU287583","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","428700","1158300","4a - South St Magnus Bay","Shetland","Shetland Mussels Ltd","Common mussel, N/A"
"SS0009","16-Oct-1985","Loup Bay","NR770587","Argyll and Bute","Yes","Woodend","Argyll","Argyll","PA41 7AD","","Shellfish","Seawater","Low","177000","658700","Not in a management area","Strathclyde","Labbett Family Farms Ltd","N/A, Pacific Oyster"
"SS0970","15-Feb-2023","Loura Voe","HU471613","Shetland","New","c/o Blueshell Mussels Ltd","Sparl, Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","447100","1161300","2a - Vidlin Voe, Dury Voe, W Whalsay","Shetland","Blueshell Mussels Ltd","Common mussel, N/A"
"FS0810","19-May-1993","Low Milton Farm","NS315134","South Ayrshire","No","N/A","","","","","Fish","Freshwater","","231500","613400","","Strathclyde","River Doon Trout Co Ltd","N/A, Rainbow Trout"
"SS0408","01-Feb-1994","Lower Loch Leven","NN071591","Highland","Yes","Loch Leven","Lochaber","Argyll","-","","Shellfish","Seawater","Low","207100","759100","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Glencoe Shellfish","N/A, Common mussel"
"FS0856","24-Jul-1999","Lunga East Side","NM715078","Argyll and Bute","No","N/A","","","","","Fish","Seawater","Medium","171500","707800","","Strathclyde","Mowi Scotland Ltd","Atlantic Salmon, N/A, Wrasse"
"SS0540","20-Apr-1995","Lungness","HU351498","Shetland","Yes","Seaview","Bixter","","ZE2 9LU","","Shellfish","Seawater","Medium","435100","1149800","3a - SW Shetland mainland","Shetland","Sandsound Mussels","Common mussel, N/A"
"SS0871","25-Sep-2013","Lynn of Lorn","NM872432","Argyll and Bute","No","3 Baligrundle","Lismore","Argyll","PA34 5UQ","","Shellfish","Seawater","Low","187200","743200","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Strathclyde","Lismore Seafoods","Common mussel, N/A"
"FS0054","31-May-1995","Lyrawa Bay","ND299989","Orkney","Yes","Lyness","Hoy","Orkney","KW16 3NT","","Fish","Seawater","Medium","329900","998900","8c - Scapa Flow","Orkney","Cooke Aquaculture Scotland Ltd","N/A, Atlantic Salmon, Lumpsucker"
"FS1315","21-May-2018","Maaey","NF880507","Western Isles","Yes","Kallin Shorebase","Grimsay","North Uist","HS6 5HY","","Fish","Seawater","Medium","88000","850700","7a - Ronay, Benbecula, N South Uist","Western Isles","Bakkafrost Scotland","Lumpsucker, Atlantic Salmon, Wrasse, N/A"
"FS0306","01-Jan-1986","Maaruig","NB210058","Western Isles","No","N/A","","","","","Fish","Seawater","","121000","905800","","Western Isles","Mowi Scotland Ltd","N/A, Atlantic Salmon"
"FS0599","04-Sep-1990","MacLean's Nose","NM524622","Highland","Yes","Kilchoan Pier","Kilchoan","","PH36 4LH","","Fish","Seawater","High","152400","762200","15b - Linnhe, Firth of Lorne, Sound of Mull and Loch Sunart","Highland","Mowi Scotland Ltd","Wrasse, Lumpsucker, Atlantic Salmon, N/A"
"FS0519","01-Apr-1990","Maol Ban","NG563311","Highland","Yes","Caol Mhor, Maol Ban","Sconser","","IV48 8TD","","Fish","Seawater","Medium","156300","831100","11b - Sound of Raasay, Ainort, Scalpay","Highland","Mowi Scotland Ltd","Wrasse, N/A, Atlantic Salmon, Lumpsucker"
"FS1304","15-Feb-2016","Maragay Mor","NF881513","Western Isles","Yes","Kallin Shorebase","Grimsay","North Uist","HS6 5HY","","Fish","Seawater","Medium","88100","851300","7a - Ronay, Benbecula, N South Uist","Western Isles","Bakkafrost Scotland","Atlantic Salmon, N/A, Wrasse, Lumpsucker"
"FS0991","06-Mar-2000","Marine Hatchery","HU397389","Shetland","No","NAFC Marine Centre","Port Arthur, Scalloway","","ZE1 0UN","","Fish","Seawater","Low","439700","1138900","3a - SW Shetland mainland","Shetland","NAFC Marine Centre","Cod, Starry smooth hound, Spurdog, Spotted wolffish, Halibut, Haddock, Atlantic Salmon, N/A, Smooth-hound, Turbot, Atlantic wolffish, Lumpsucker, Wrasse"
"SS0770","24-Aug-2006","Marine Hatchery","HU398389","Shetland","No","Port Arthur","Scalloway","","ZE1 0UN","","Shellfish","Seawater","Low","439800","1138900","3a - SW Shetland mainland","Shetland","NAFC Marine Centre","Crab species, Common mussel, Flat or native oyster, Purple sea urchin, Pacific Oyster, Edible sea urchin, Green Sea Urchin, European lobster, Common whelk, N/A"
"FS0865","05-Dec-1995","Marulaig Bay","NF831163","Western Isles","Yes","Lochboisdale","South Uist","Western Isles","HS8 5TH","","Fish","Seawater","Medium","83100","816300","7b - South Uist","Western Isles","Mowi Scotland Ltd","Lumpsucker, N/A, Atlantic Salmon, Wrasse"
"FS0091","28-Sep-1988","Meall Mhor Loch Fyne","NR865745","Argyll and Bute","Yes","Stronachullin","Tarbert Road","ArdrIshaig, Argyll","PA30 8ET","","Fish","Seawater","Medium","186500","674500","19a - Fyne","Strathclyde","Bakkafrost Scotland","N/A, Lumpsucker, Wrasse, Atlantic Salmon"
"FS0403","01-Jan-1988","Meavag Hatchery","NG159962","Western Isles","Yes","Meavag","Western Isles","Western Isles","HS3 3DY","","Fish","Freshwater","Medium","115900","896200","Not in a management area","Western Isles","Meavag Fish Farming","Rainbow Trout, N/A"
"FS0597","11-Sep-1989","Meil Bay","HY485123","Orkney","Yes","Crowness Point","Hatston","Kirkwall, Orkney","KW15 1GP","","Fish","Seawater","Medium","348500","1012300","8b - Central Orkney","Orkney","Cooke Aquaculture Scotland Ltd","Atlantic Salmon, Lumpsucker, N/A"
"SS0902","20-Mar-2017","Merry Holm","HU388376","Shetland","Yes","Vadlure","Walls","","ZE2 9PF","","Shellfish","Seawater","Medium","438800","1137600","3a - SW Shetland mainland","Shetland","Shetland Mussels Ltd","N/A, Common mussel"
"SS0264","21-Apr-1988","Miavaig Bay","NB099342","Western Isles","Yes","West Earshader","Bernera","","HS2 9LP","","Shellfish","Seawater","Medium","109900","934200","6a - Loch Roag","Western Isles","Loch Fyne Oysters Ltd","Common mussel, N/A"
"SS0934","12-May-2020","Mid Noost","HU390513","Shetland","Yes","Heglabister","Weisdale","","ZE2 9LN","","Shellfish","Seawater","High","439000","1151300","3a - SW Shetland mainland","Shetland","C.W.C Brown Ltd","N/A, Pacific Oyster, Flat or native oyster"
"FS1340","20-Jan-2020","Mill Bay","HY678271","Orkney","Yes","Crowness Road","Hatston","Kirkwall, Orkney","KW15 1RG","","Fish","Seawater","Low","367800","1027100","8b - Central Orkney","Orkney","Cooke Aquaculture Scotland Ltd","N/A, Atlantic Salmon"
"SS0843","18-Jun-2012","Mill Bight","HU312600","Shetland","No","North Gardie, Aith","Bixter","","ZE2 9ND","","Shellfish","Seawater","Low","431200","1160000","4a - South St Magnus Bay","Shetland","Suthra Voe Shellfish","N/A, Common mussel"
"FS0831","03-Dec-1993","Mill Burn (Old Mill)","NG954214","Highland","Yes","Ruarach","Inverinate, Kyle of Lochalsh","Ross-Shire","IV40 8HG","","Fish","Freshwater","High","195400","821400","Not in a management area","Highland","Kintail Hatchery","N/A, Atlantic Salmon"
"FS0274","01-Dec-1995","Millburn","ND296955","Orkney","Yes","Burnhouse","Lyness","Orkney","KW16 3NU","","Fish","Freshwater","Low","329600","995500","Not in a management area","Orkney","Millburn Salmon Hatchery","Atlantic Salmon, N/A"
"SS0857","10-Apr-2013","Millburn","HU347606","Shetland","Yes","Sparl","Brae","","ZE2 9QJ","","Shellfish","Seawater","Medium","434700","1160600","4a - South St Magnus Bay","Shetland","Blueshell Mussels Ltd","N/A, Common mussel"
"FS0305","19-Feb-1992","Milnholm Hatchery","NS784876","Stirling","Yes","Milnholm Hatchery","Craigend Road","Auchenbowie ","FK7 9QN","01786 235038","Fish","Freshwater","Low","278400","687600","Not in a management area","Central","Aqualife Services Ltd","Brown Trout and sea trout, Rainbow Trout, N/A, Atlantic Salmon"
